station_id;name_official;name_long;name_short;name_alternative;stations_metastation;LV95_e;LV95_n;LV95_h;WGS84_e;WGS84_n;WGS84_h
0000002;Bucuresti;None;None;None;None;4070576;1096469;0;26.074412;44.446770;0
0000003;Calais;None;None;None;None;2203533;1653944;0;1.811446;50.901549;0
0000004;Canterbury;None;None;None;None;2155238;1700468;0;1.075329;51.284212;0
0000005;Exeter;None;None;None;None;1825306;1674873;0;-3.543547;50.729172;0
0000008;Frankfurt Flughafen;None;None;None;None;2681113;1545702;0;8.569550;50.053120;0
0000009;Gdansk;None;None;None;None;3332368;2078796;0;18.643803;54.355520;0
0000011;Grenchen;None;None;None;0000011,8500159,8500202,8504363,8577914,8577917,8577943,8594134;2596286;1226751;0;7.389619;47.191698;0
0000013;Istanbul;None;None;None;None;None;None;None;None;None;None
0000019;Avignon;None;None;None;0000019,8731896,8776500;2386707;866796;0;4.786044;43.921937;0
0000021;Barcelona;None;None;None;None;2155059;594974;0;2.140369;41.378914;0
0000022;Basel;None;None;None;0000022,8500010,8500146,8578143,8589313;2611363;1266310;0;7.589563;47.547412;0
0000024;Bern Bümpliz;None;None;None;0000024,8504106,8504489,8579523,8589226;2596696;1198490;0;7.395238;46.937487;0
0000027;Birmingham;None;None;None;None;1964047;1854388;0;-1.899480;52.483627;0
0000031;Bruxelles;None;None;None;None;2380967;1636644;0;4.335694;50.835376;0
0000034;Liverpool;None;None;None;None;1904574;1965873;0;-2.979650;53.404289;0
0000039;Moskau;None;None;None;None;4477206;2555040;0;37.654246;55.777402;0
0000043;Poznan;None;None;None;None;3248260;1842625;0;16.934558;52.366166;0
0000047;Lyon;None;None;None;0000047,8728262,8769712,8769834,8772115,8772202,8772319;2397912;1069279;0;4.841839;45.745054;0
0000048;Madrid;None;None;None;None;1654421;546075;0;-3.682351;40.472153;0
0000051;Manchester;None;None;None;None;1954507;1967254;0;-2.242480;53.473728;0
0000053;Marne-la-Vallée-Chessy;None;None;None;0000053,8711184,8758822,8775499,8798948;2258450;1423585;0;2.782876;48.870272;0
0000058;St. Petersburg;None;None;None;None;3897758;2855943;0;30.357393;59.956957;0
0000059;Tägerwilen;None;None;None;0000059,8502511,8506132,8506163,8506198,8582498;2727273;1280149;0;9.132979;47.659615;0
0000062;Valencia;None;None;None;None;1922441;399240;0;-0.381761;39.458012;0
0000085;Schönbühl;None;None;None;0000085,8508001,8508057,8508072,8511155,8589042;2604584;1207546;0;7.498928;47.018942;0
0000108;Biberist;None;None;None;0000108,8508068,8508089,8578086,8578087,8589216,8591785;2608883;1225885;0;7.555831;47.183860;0
0000119;Helgoland;None;None;None;None;2631480;2007122;0;7.916857;54.186604;0
0000121;Helsinki Airport;None;None;None;None;3591271;2812736;0;25.007437;60.290218;0
0000122;Den Haag;None;None;None;None;2385539;1774320;0;4.322673;52.069584;0
0000123;Figueres;None;None;None;None;2228056;689357;0;2.943027;42.264780;0
0000124;Freienbach;None;None;None;0000124,8503210,8503289,8581268,8581269,8581273;2699820;1229323;0;8.756219;47.207311;0
0000126;Ostrava;None;None;None;None;3377391;1576496;0;18.267262;49.852085;0
0000128;Aix-en-Provence;None;None;None;0000128,8731901,8775140;2427998;813569;0;5.317224;43.455171;0
0000130;Lille;None;None;None;0000130,8722326,8728600,8789949,8798949;2290932;1619057;0;3.076448;50.639294;0
0000132;Bahn-2000-Strecke;Bahn-2000-Strecke;None;None;None;2619000;1227300;0;7.689360;47.196374;0
0000133;Centovalli;Centovalli;None;None;None;2690000;1112100;0;8.603653;46.154371;0
0000134;Furka-Basistunnel;Furka-Basistunnel;None;None;None;2676511;1153759;0;8.435917;46.530761;0
0000135;Lötschberg-Basistunnel;Lötschberg-Basistunnel;None;None;None;2625800;1134000;0;7.773846;46.356888;0
0000136;Lötschberg-Bergstrecke;Lötschberg-Bergstrecke;None;None;None;2621411;1142528;0;7.717215;46.433756;0
0000137;Rotsee;Rotsee;None;None;None;2667000;1214100;0;8.320797;47.074530;0
0000138;Vereina;Vereina;None;None;None;2794378;1187291;0;9.985688;46.808381;0
0000139;Seedamm;Seedamm;None;None;None;2703500;1230500;0;8.805061;47.217327;0
0000140;Gotthard-Panoramastrecke;Gotthard-Panoramastrecke;None;None;None;2688568;1162104;0;8.594652;46.604329;0
0000141;Oberalp;Oberalp;None;None;None;2693562;1168467;0;8.661120;46.660880;0
0000142;Simplontunnel;Simplontunnel;None;None;None;2650130;1125046;0;8.088979;46.274969;0
0000174;Gotthard-Basistunnel;Gotthard-Basistunnel;None;None;None;2701520;1170808;0;8.765599;46.680773;0
0000175;Hauenstein-Basistunnel;Hauenstein-Basistunnel;None;None;None;2635214;1250142;0;7.905118;47.401154;0
0000176;Zimmerberg-Basistunnel;Zimmerberg-Basistunnel;None;None;None;2681852;1245101;0;8.521961;47.351679;0
0000177;Belfaux;None;None;None;0000177,8504139,8504182,8505235,8506920,8589156;2574632;1185140;0;7.106230;46.816925;0
0000179;Mürren;None;None;None;0000179,8507358,8507379,8507455;2634835;1156684;0;7.892934;46.560533;0
0000180;Hinterkappelen;None;None;None;0000180,8507975,8571354,8571356,8580237;2595435;1201885;0;7.378647;46.968022;0
0000181;Albulatunnel;Albulatunnel;None;None;None;2781865;1160831;0;9.811342;46.574006;0
0000184;Dublin;None;None;None;None;1690401;1992431;0;-6.197023;53.345297;0
0000185;Budapest;None;None;None;None;3469925;1325156;0;19.025288;47.498535;0
0000186;Lodz;None;None;None;None;3435650;1800593;0;19.544465;51.763091;0
0000189;Szczecin;None;None;None;None;3071777;1939961;0;14.494864;53.397748;0
0000196;Lisboa;None;None;None;None;1157115;435504;0;-9.122274;38.713873;0
0000197;London;None;None;None;None;2074141;1735552;0;-0.126465;51.532679;0
0000198;Paris;None;None;None;0000198,1402298,8711300,8727100,8738400,8739100,8739110,8754700,8754702,8758820,8759118,8768600,8768601,8768603,8768666,8798014;2227451;1426260;0;2.359120;48.876976;0
0000199;Montpellier;None;None;None;0000199,8768888,8777300;2315800;833196;0;3.923964;43.595115;0
0000201;Kittsee Grenze/Border;Kittsee Grenze/Border;None;None;None;3316658;1372221;0;17.084055;48.102667;0
0000206;Stalden OW;None;None;None;0000206,8508790,8579959;2658894;1193108;0;8.211355;46.886483;0
0000209;Milano;None;None;None;0000209,8301645,8301700,8301701;2736742;1038479;0;9.187297;45.484437;0
0000212;Wien;None;None;None;0000212,1203238,1203239,8101001,8101003,8102401,8102845,8102851,8130066;3260307;1376007;0;16.337250;48.196913;0
0000213;Heathrow Airport;None;None;None;None;2050792;1730988;0;-0.453451;51.471380;0
0000214;Guntramsdorf;None;None;None;None;3261275;1358984;0;16.324341;48.043870;0
0000216;Berlin;None;None;None;None;3004159;1836103;0;13.370179;52.523300;0
0000217;Hamburg;None;None;None;0000217,1107953,1107954,1107955,1107956,1107957,1107958,8001020,8001071;2771237;1938757;0;10.005472;53.552559;0
0000218;Hohen Neuendorf bei Berlin;None;None;None;None;2996633;1852169;0;13.277745;52.671600;0
0000219;Lenzerheide Biathlon Weltcup;None;None;None;0000219,8509789,8511349;2762496;1172705;0;9.562969;46.685769;0
0000220;Thyon/Thyon 2000;None;None;None;0000220,8504686,8530120;2594900;1114500;0;7.372598;46.181947;0
1100008;Zell (Wiesental), Wilder Mann;None;None;None;None;2631598;1284471;0;7.859649;47.710086;0
1100009;Zell (Wiesental), Grönland;None;None;None;None;2631841;1284818;0;7.862908;47.713191;0
1100010;Atzenbach;None;None;None;None;2632548;1284981;0;7.872349;47.714620;0
1100011;Mambach, Brücke;None;None;None;None;2632924;1286494;0;7.877470;47.728211;0
1100012;Mambach, Mühlschau;None;None;None;None;2633214;1287149;0;7.881386;47.734081;0
1100013;Mambach, Silbersau;Mambach, Silbersau;None;None;None;2633274;1287754;0;7.882230;47.739519;0
1100014;Fröhnd (Schwarzw), Wühre;Fröhnd (Schwarzw), Wühre;None;None;None;2633783;1289407;0;7.889133;47.754366;0
1100015;Fröhnd (Schwarzw), Unterkastel;Fröhnd (Schwarzw), Unterkastel;None;None;None;2633509;1290098;0;7.885541;47.760592;0
1100016;Wembach (Baden);None;None;None;None;2633665;1291460;0;7.887724;47.772829;0
1100017;Schönau (Schw), Brand;None;None;None;None;2633997;1291977;0;7.892194;47.777458;0
1100018;Schönau (Schw), Zentrum;None;None;None;None;2634115;1292950;0;7.893841;47.786206;0
1100019;Schönau (Schw), Friedhof;None;None;None;None;2634432;1293334;0;7.898094;47.789645;0
1100020;Schönau (Schw), Schönenbuchen;None;None;None;None;2634738;1293779;0;7.902222;47.793628;0
1100021;Aitern, Abzweigung;Aitern, Abzweigung;None;None;None;2634922;1294203;0;7.904710;47.797428;0
1100022;Utzenfeld, Reiterhof;Utzenfeld, Reiterhof;None;None;None;2635238;1294446;0;7.908945;47.799597;0
1100023;Utzenfeld, Wiese;Utzenfeld, Wiese;None;None;None;2635802;1294662;0;7.916491;47.801513;0
1100024;Utzenfeld, Engel;Utzenfeld, Engel;None;None;None;2636205;1294767;0;7.921874;47.802433;0
1100025;Geschwend (Baden), Mättlestr.;Geschwend (Baden), Mättlestrasse;None;None;None;2637313;1294936;0;7.936680;47.803888;0
1100026;Geschwend (Baden), Unterdorf;Geschwend (Baden), Unterdorf;None;None;None;2637347;1295185;0;7.937150;47.806133;0
1100027;Schlechtnau;None;None;None;None;2637486;1296531;0;7.939120;47.818226;0
1100028;Todtnau, Busbahnhof;Todtnau, Busbahnhof;None;None;None;2637689;1297690;0;7.941935;47.828631;0
1100029;Todtnau, Schönauerstrasse;Todtnau, Schönauerstrasse;None;None;None;2638045;1297749;0;7.946701;47.829147;0
1100030;Todtnau, Poche;Todtnau, Poche;None;None;None;2639045;1298074;0;7.960083;47.832007;0
1100031;Brandenberg (D), Siedlung;None;None;None;None;2639977;1298604;0;7.972576;47.836716;0
1100032;Brandenberg (D), Hirschen;None;None;None;None;2640133;1299271;0;7.974714;47.842709;0
1100033;Brandenberg (D), Wiesenstrasse;None;None;None;None;2640664;1299513;0;7.981831;47.844848;0
1100034;Fahl, Lawine;None;None;None;None;2641736;1300373;0;7.996240;47.852517;0
1100035;Fahl, Skilift;None;None;None;None;2642371;1300811;0;8.004758;47.856410;0
1100036;Fahl, Todtnauerhütte;None;None;None;None;2641870;1301049;0;7.998094;47.858584;0
1100037;Feldberg, Hebelhof;None;None;None;None;2644087;1300844;0;8.027695;47.856594;0
1100038;Feldberg, Feldbergerhof;None;None;None;None;2644693;1301289;0;8.035834;47.860559;0
1100039;Feldberg, Caritas-Haus;None;None;None;None;2645957;1301068;0;8.052701;47.858485;0
1100040;Feldberg, Kohlplatz;None;None;None;None;2647105;1301389;0;8.068079;47.861284;0
1100041;Bärental, Altes Rathaus;None;None;None;None;2648808;1302426;0;8.090950;47.870490;0
1100042;Feldberg-Bärental, Bahnhof;None;None;None;1100042,1100043,8014376;2649380;1302640;0;8.098612;47.872369;0
1100043;Bärental, Bahnhofstrasse;None;None;None;1100042,1100043,8014376;2649251;1302398;0;8.096856;47.870205;0
1100044;Bärental, Bären;None;None;None;None;2649018;1302558;0;8.093766;47.871657;0
1100045;Bärental, Behabühl;None;None;None;None;2649453;1302841;0;8.099616;47.874173;0
1100046;Bärental, Löffelschmiede;None;None;None;None;2650071;1303346;0;8.107924;47.878669;0
1100047;Hinterzarten, Heizmannshof;None;None;None;None;2651115;1304417;0;8.122001;47.888218;0
1100048;Titisee, Feuerwehrheim;None;None;None;None;2651655;1304482;0;8.129241;47.888761;0
1100049;Titisee, Abzw. Bühlhof;None;None;None;None;2652504;1305160;0;8.140666;47.894790;0
1100050;Titisee, Freibad;None;None;None;None;2652843;1305670;0;8.145260;47.899340;0
1100051;Titisee, Kurhaus;None;None;None;None;2653212;1305842;0;8.150216;47.900858;0
1100052;Titisee, Bahnhof;None;None;None;1100052,8014373;2653577;1306063;0;8.155124;47.902815;0
1100053;Todtnau, Sonnhalde;Todtnau, Sonnhalde;None;None;None;2637406;1298291;0;7.938203;47.834054;0
1100054;Aftersteg;None;None;None;None;2636730;1299240;0;7.929254;47.842626;0
1100055;Todtnauberg, Hangloch;Todtnauberg, Hangloch;None;None;None;2637344;1299549;0;7.937485;47.845374;0
1100056;Todtnauberg, Sternen;Todtnauberg, Sternen;None;None;None;2637446;1300023;0;7.938888;47.849626;0
1100057;Todtnauberg, Rathaus;Todtnauberg, Rathaus;None;None;None;2637610;1300266;0;7.941096;47.851806;0
1100058;Muggenbrunn, Grüner Baum;Muggenbrunn, Grüner Baum;None;None;None;2635854;1300886;0;7.917685;47.857477;0
1100059;Muggenbrunn, Säge;Muggenbrunn, Säge;None;None;None;2635798;1301714;0;7.917008;47.864924;0
1100060;Halde, Notschrei;None;None;None;None;2635289;1302929;0;7.910300;47.875883;0
1100061;Halde, Haldenköpfle;None;None;None;None;2634200;1303957;0;7.895833;47.885184;0
1100062;Halde, Schauinsland;None;None;None;None;2633928;1304582;0;7.892248;47.890817;0
1100063;Hofsgrund, Plätzle;None;None;None;None;2634289;1305517;0;7.897140;47.899205;0
1100064;Hofsgrund, Hof;None;None;None;None;2634538;1305871;0;7.900498;47.902377;0
1100065;Hofsgrund, Hansenhof;None;None;None;None;2635808;1306033;0;7.917490;47.903767;0
1100066;St. Wilhelm, Steinwasen;None;None;None;None;2636226;1305404;0;7.923040;47.898083;0
1100067;St. Wilhelm, Hohe Brücke;None;None;None;None;2636871;1306027;0;7.931716;47.903653;0
1100068;Oberried (D), Schneeberg;None;None;None;None;2637020;1307019;0;7.933781;47.912566;0
1100069;Oberried (D), Hintertal;None;None;None;None;2637348;1308289;0;7.938285;47.923967;0
1100070;Oberried (D), Surenhof;None;None;None;None;2637544;1308797;0;7.940950;47.928526;0
1100071;Oberried (D), Adler;None;None;None;None;2638030;1309194;0;7.947478;47.932068;0
1100072;Oberried (D), Sternen/Post;None;None;None;None;2638462;1309491;0;7.953289;47.934713;0
1100073;Oberried (D), Weilersbach;None;None;None;None;2638487;1310521;0;7.953718;47.943966;0
1100074;Kirchzarten, Geroldstal;None;None;None;None;2638390;1311013;0;7.952463;47.948399;0
1100075;Kirchzarten, Sportplatz;None;None;None;None;2638541;1312207;0;7.954590;47.959125;0
1100076;Kirchzarten, Krone;None;None;None;None;2638412;1312495;0;7.952890;47.961724;0
1100077;Kirchzarten, Grundschule;None;None;None;None;2638585;1312783;0;7.955229;47.964305;0
1100078;Kirchzarten, Bahnhof;None;None;None;1100078,8014367;2638880;1313340;0;7.959225;47.969294;0
1100079;Lörrach, Busbahnhof;Lörrach, Busbahnhof;None;None;1100079,8014441,8099961;2616933;1273775;0;7.663838;47.614431;0
1100080;Lörrach, Krankenhaus;Lörrach, Krankenhaus;None;None;None;2616614;1273699;0;7.659593;47.613753;0
1100081;Lörrach, Weinbrennerstrasse;None;None;None;None;2616567;1273476;0;7.658955;47.611749;0
1100082;Lörrach, Museum;Lörrach, Museum;None;None;None;2616585;1273222;0;7.659189;47.609466;0
1100083;Lörrach, Schillerstrasse;Lörrach, Schillerstrasse;None;None;None;2616706;1272853;0;7.660788;47.606147;0
1100084;Lörrach-Stetten, Bahnhof;None;None;None;1100084,1100600,1104903,8014440;2616584;1272358;0;7.659144;47.601701;0
1100085;Lörrach-Stetten, Dammstrasse;None;None;None;1100085,8069220;2616393;1272050;0;7.656593;47.598933;0
1100086;Stetten (LÖ), Grenze;None;None;None;None;2616335;1271696;0;7.655811;47.595746;0
1100087;Herten (Baden), Markhof;Herten (Baden), Markhof;None;None;None;2620911;1266630;0;7.716412;47.550056;0
1100088;Herten (Baden), St. Josefshaus;Herten (Baden), St. Josefshaus;None;None;None;2621829;1267121;0;7.728629;47.554440;0
1100089;Ibach (D), Ibacher Kreuz;None;None;None;None;2647145;1288225;0;8.067199;47.742907;0
1100090;Ibach (D), Abzw. Lindau;None;None;None;None;2644665;1288465;0;8.034159;47.745239;0
1100091;Ibach (D), Abzw. Ibach;None;None;None;None;2645535;1288675;0;8.045780;47.747068;0
1100093;Ibach (D), Ibacher Kluse;None;None;None;None;2649595;1289245;0;8.099978;47.751899;0
1100094;Ibach (D), Unteribach Kirche;None;None;None;None;2647225;1287265;0;8.068163;47.734268;0
1100095;Ibach (D), Sägewerk;None;None;None;None;2646605;1288295;0;8.060007;47.743575;0
1100096;Ibach (D), Schaltenbuck;None;None;None;None;2645945;1288325;0;8.051211;47.743892;0
1100097;Schopfheim, Busbahnhof;Schopfheim, Busbahnhof;None;None;1100097,8014447;2628762;1277537;0;7.821416;47.647854;0
1100098;Schopfheim, Friedhof;Schopfheim, Friedhof;None;None;None;2628286;1277554;0;7.815073;47.648024;0
1100099;Gündenhausen;None;None;None;None;2627459;1277488;0;7.804069;47.647467;0
1100100;Maulburg, Firma Busch;Maulburg, Firma Busch;None;None;None;2626228;1277492;0;7.787684;47.647558;0
1100101;Maulburg, Blostweg;Maulburg, Blostweg;None;None;None;2625968;1277259;0;7.784216;47.645470;0
1100102;Maulburg, Bahnhof;None;None;None;1100102,8014446;2625755;1277166;0;7.781369;47.644641;0
1100103;Maulburg, Rathaus;Maulburg, Rathaus;None;None;None;2625592;1276797;0;7.779173;47.641332;0
1100104;Maulburg, Berghöfe;Maulburg, Berghöfe;None;None;None;2625040;1275290;0;7.771755;47.627801;0
1100105;St. Blasien, Busbahnhof;None;None;None;1100105,8014382;2651620;1290290;0;8.127102;47.761139;0
1100106;St. Blasien, Schwimmbad;None;None;None;None;2651080;1291150;0;8.120000;47.768915;0
1100107;St. Blasien, Glashof;None;None;None;None;2649450;1292660;0;8.098427;47.782619;0
1100108;Minseln, Schlossstrasse;Minseln, Schlossstrasse;None;None;None;2625694;1273158;0;7.780321;47.608601;0
1100109;Minseln, Adler;Minseln, Adler;None;None;None;2626045;1273039;0;7.784990;47.607517;0
1100110;Minseln, Feuerwehrhaus;Minseln, Feuerwehrhaus;None;None;None;2626474;1272552;0;7.790666;47.603114;0
1100111;Menzenschwand, Abzw M. Brücke;None;None;None;None;2648320;1293730;0;8.083467;47.792326;0
1100112;Bernau (Schw), Weierle Strasse;None;None;None;None;2647255;1293965;0;8.069280;47.794517;0
1100113;Bernau (Schw), Weierle;None;None;None;None;2644565;1295495;0;8.033536;47.808464;0
1100114;Unterlehen (Schw);None;None;None;None;2646725;1293635;0;8.062172;47.791588;0
1100115;Bernau (Schw), Gass;None;None;None;None;2646435;1294235;0;8.058365;47.797004;0
1100116;Oberlehen (Schw), Thomahaus;None;None;None;None;2645595;1293255;0;8.047053;47.788250;0
1100117;Bernau (Schw), Schwendele;None;None;None;None;2642815;1295195;0;8.010146;47.805884;0
1100118;Innerlehen (Schw), Rathaus;None;None;None;None;2644625;1294815;0;8.034268;47.802345;0
1100119;Bernau (Schw), Altenrond;None;None;None;None;2645965;1294315;0;8.052101;47.797756;0
1100120;Riggenbach (Schw);None;None;None;None;2645515;1294735;0;8.046139;47.801565;0
1100121;Riggenbach (Schw), Haus Kaiser;None;None;None;None;2645800;1294800;0;8.049949;47.802129;0
1100122;Menzenschwand, Mitteldorf;None;None;None;None;2647350;1297240;0;8.070900;47.823961;0
1100123;Menzenschwand, Vorderdorf;None;None;None;None;2647300;1296520;0;8.070155;47.817490;0
1100124;Menzenschwand, Hinterdorf;None;None;None;None;2647280;1297830;0;8.070029;47.829271;0
1100125;Bernau (Schw), Poche;None;None;None;None;2643675;1295355;0;8.021641;47.807265;0
1100126;Bernau (Schw), Goldbach;None;None;None;None;2647095;1294105;0;8.067160;47.795787;0
1100127;Rheinfelden (D), Haberbusch;None;None;None;None;2625658;1268185;0;7.779565;47.563878;0
1100128;Nollingen, Holbeinstrasse;Nollingen, Holbeinstrasse;None;None;None;2625458;1268592;0;7.776927;47.567543;0
1100129;Nollingen, Hebelhalle;Nollingen, Hebelhalle;None;None;None;2625294;1268910;0;7.774760;47.570408;0
1100130;Nollingen, Dürerstrasse;Nollingen, Dürerstrasse;None;None;None;2625203;1269236;0;7.773574;47.573347;0
1100131;Nollingen, Sonne;Nollingen, Sonne;None;None;None;2624944;1269203;0;7.770124;47.573058;0
1100132;Degerfelden, Wolfsgraben;Degerfelden, Wolfsgraben;None;None;None;2623893;1268870;0;7.756139;47.570100;0
1100133;Herrenschwand, Ort;None;None;None;None;2638565;1290915;0;7.953041;47.767659;0
1100134;Herrenschwand, Milchhäusle;None;None;None;None;2639655;1291815;0;7.967661;47.775687;0
1100135;Degerfelden, Sägemühle;Degerfelden, Sägemühle;None;None;None;2622045;1269713;0;7.731623;47.577749;0
1100136;Degerfelden, Hagenbach;None;None;None;None;2621811;1270910;0;7.728583;47.588523;0
1100137;Inzlingen, Waidhof;None;None;None;None;2619856;1272237;0;7.702649;47.600514;0
1100138;Lörrach, Ufhabiweg;None;None;None;None;2617780;1273250;0;7.675080;47.609690;0
1100139;Lörrach, Wallbrunnstrasse;None;None;None;None;2617414;1273258;0;7.670211;47.609768;0
1100140;Lörrach, Engelplatz;Lörrach, Engelplatz;None;None;None;2617034;1273316;0;7.665163;47.610301;0
1100141;Lörrach, Kinderspielplatz;Lörrach, Kinderspielplatz;None;None;None;2617139;1273632;0;7.666574;47.613141;0
1100142;Lörrach, Untereckstrasse;None;None;None;None;2617400;1273971;0;7.670058;47.616182;0
1100143;Endenburg, Rathaus;Endenburg, Rathaus;None;None;None;2622332;1284756;0;7.736196;47.713030;0
1100144;Endenburg, Schule;Endenburg, Schule;None;None;None;2622864;1284668;0;7.743282;47.712217;0
1100145;Kirchhausen (Kr LÖ);None;None;None;None;2623852;1284832;0;7.756460;47.713656;0
1100146;Steinen (Kr LÖ), Lehnacker;None;None;None;None;2624204;1284504;0;7.761129;47.710693;0
1100147;Aitern, Belchenbahn Talstation;None;None;None;None;2630873;1296854;0;7.850853;47.821471;0
1100148;Hofen (Kr LÖ), Im Steinenberg;None;None;None;None;2623077;1282687;0;7.746016;47.694395;0
1100149;Hofen (Kr LÖ), Pflug;None;None;None;None;2623233;1282460;0;7.748091;47.692348;0
1100150;Schlächtenhaus, Schule;Schlächtenhaus, Schule;None;None;None;2622803;1282181;0;7.742340;47.689856;0
1100151;Schlächtenhaus;None;None;None;None;2622495;1282251;0;7.738247;47.690495;0
1100152;Hofen (Kr LÖ), Kirche;None;None;None;None;2623320;1282123;0;7.749229;47.689311;0
1100153;Weitenau (Baden), Vogelpark;Weitenau (Baden), Vogelpark;None;None;None;2623934;1281740;0;7.757387;47.685845;0
1100154;Weitenau (Baden), Schule;Weitenau (Baden), Schule;None;None;None;2624578;1280844;0;7.765906;47.677767;0
1100155;Weitenau (Baden), Aussendorf;Weitenau (Baden), Aussendorf;None;None;None;2623973;1280114;0;7.757815;47.671219;0
1100156;Steinen (Kr LÖ), Kandernerstr.;Steinen (Kr Lörrach), Kandernerstrasse;None;None;None;2622852;1277494;0;7.742753;47.647696;0
1100157;Steinen (Kr LÖ), Schule;Steinen (Kr Lörrach), Schule;None;None;None;2622892;1276986;0;7.743261;47.643127;0
1100158;Steinen (Kr LÖ), Bahnhof;Steinen (Kr Lörrach), Bahnhof;None;None;1100158,8014445;2622739;1276841;0;7.741214;47.641832;0
1100159;Steinen (Kr LÖ), Rathaus;Steinen (Kr Lörrach), Rathaus;None;None;None;2622722;1276921;0;7.740999;47.642548;0
1100160;Utzenfeld, Königshütte;Utzenfeld, Utzenfeld Königshütte;None;None;None;2634398;1296744;0;7.897917;47.820313;0
1100161;Utzenfeld, Finstergrund;Utzenfeld, Utzenfeld Finstergrund;None;None;None;2634317;1297941;0;7.896928;47.831082;0
1100162;Wieden (Schw), Wiedenmatt;None;None;None;None;2634031;1298923;0;7.893185;47.839927;0
1100163;Wieden (Schw), Hirschen;None;None;None;None;2633129;1299105;0;7.881146;47.841607;0
1100164;Wieden (Schw), Hüttbach Rütte;Wieden (Schwarzw), Wieden Hüttbach Rütte;None;None;None;2633439;1299467;0;7.885315;47.844844;0
1100165;Wieden (Schw), Ungendwieden;None;None;None;None;2633909;1299374;0;7.891588;47.843987;0
1100166;Wieden (Schw), Wiedenrütte;None;None;None;None;2633600;1299634;0;7.887484;47.846338;0
1100167;Wieden (Schw), Wiedener Eck;None;None;None;None;2632060;1299446;0;7.866886;47.844727;0
1100168;Wieden (Schw), Skilift/Holzpl.;Wieden (Schwarzw), Skilift/Holzplatz;None;None;None;2632218;1298536;0;7.868935;47.836533;0
1100169;Wieden (Schw), Hohtann;None;None;None;None;2631477;1297772;0;7.858989;47.829699;0
1100170;Aitern, Obermulten;None;None;None;None;2631145;1297028;0;7.854492;47.823028;0
1100171;Aitern, Multen;None;None;None;None;2630873;1296854;0;7.850853;47.821471;0
1100172;Aitern, Holzinshaus;Aitern, Holzinshaus;None;None;None;2633174;1295492;0;7.881472;47.809113;0
1100173;Aitern, Rössle;Aitern, Aitern Rössle;None;None;None;2634258;1294782;0;7.895886;47.802676;0
1100174;Aitern, Am Schadenrain;Aitern, Am Schadenrain;None;None;None;2634521;1294640;0;7.899386;47.801387;0
1100175;Schopfheim, Dreistern;Schopfheim, Dreistern;None;None;None;2628388;1277190;0;7.816415;47.644751;0
1100176;Wiechs (LÖ), Post;None;None;None;None;2628127;1276173;0;7.812880;47.635613;0
1100177;Wiechs (LÖ), An der Halden;None;None;None;None;2628083;1275864;0;7.812264;47.632835;0
1100178;Herrenschwand, Hochkopfhaus;None;None;None;None;2640275;1290345;0;7.975798;47.762430;0
1100179;Todtnau, Präg Hinterdorf;None;None;None;None;2640000;1297500;0;7.972780;47.826790;0
1100180;Wiechs (LÖ), Rebacker;None;None;None;None;2628313;1276309;0;7.815356;47.636826;0
1100181;Wiechs (LÖ), Am Rain;None;None;None;None;2628143;1275831;0;7.813070;47.632537;0
1100182;Schopfheim, Ebertschule;Schopfheim, Ebertschule;None;None;None;2629249;1277900;0;7.827913;47.651096;0
1100183;Todtmoos, Schule;None;None;None;None;2642350;1287148;0;8.003167;47.733548;0
1100184;Endenburg, Oberdorf;Endenburg, Oberdorf;None;None;None;2622089;1284418;0;7.732950;47.709998;0
1100185;Kandern, Platzhof Jugendherb.;Kandern, Platzhof Jugendherberge;None;None;None;2620576;1283387;0;7.712740;47.700775;0
1100186;Kandern, Scheideck;Kandern, Scheideck;None;None;None;2620005;1283499;0;7.705131;47.701796;0
1100187;Wieslet, Schule;Wieslet, Schule;None;None;None;2626922;1282070;0;7.797204;47.688699;0
1100188;Weitenau (Baden), Fahrnbuck;Weitenau (Baden), Fahrnbuck;None;None;None;2625037;1281520;0;7.772066;47.683826;0
1100189;Weitenau (Baden), Schillighof;Weitenau (Baden), Schillighof;None;None;None;2625571;1281662;0;7.779179;47.685080;0
1100190;Tegernau (Bd), Niedertegernau;Tegernau (Baden), Niedertegernau;None;None;None;2627067;1283668;0;7.799233;47.703063;0
1100191;Tegernau (Baden);Tegernau (Baden), Tegernau;None;None;None;2626688;1285495;0;7.794292;47.719507;0
1100192;Steinen (Kr LÖ), Kirchstrasse;None;None;None;None;2622586;1277120;0;7.739199;47.644346;0
1100193;Steinen (Kr LÖ),Steinenbachbr.;Steinen (Kr Lörrach), Steinenbachbrücke;None;None;None;2622567;1277462;0;7.738965;47.647421;0
1100194;Hägelberg, Untere Dorfstrasse;Hägelberg, Untere Dorfstrasse;None;None;None;2621743;1278751;0;7.728057;47.659043;0
1100195;Hägelberg, Mittlere Dorfstasse;Hägelberg, Mittlere Dorfstasse;None;None;None;2621781;1279089;0;7.728583;47.662081;0
1100196;Steinen (Kr LÖ), Hüsingen;None;None;None;None;2622763;1275692;0;7.741471;47.631500;0
1100197;Höllstein (D), Friedrichstr.;Höllstein (D), Friedrichstrasse;None;None;None;2623193;1276624;0;7.747242;47.639865;0
1100198;Höllstein (D), Neue Strasse;None;None;None;None;2623646;1276718;0;7.753278;47.640688;0
1100199;Höllstein (D), Schule;None;None;None;None;2623263;1276546;0;7.748177;47.639163;0
